Transaction_ID,Customer_ID,diff_items,total_items,order_value,date,GENDER,AGE,GEOGRAPHY,month,is_holiday
11396,2543,1,3,22.38,2021-03-10,M,24.0,Italy,3,False
11397,17497,1,1,5.38,2021-03-10,F,48.0,Spain,3,False
11398,8402,1,1,5.43,2021-03-10,F,38.0,Germany,3,False
11399,4303,3,3,16.03,2021-03-10,M,34.0,Germany,3,False
11400,4677,2,3,23.509999999999998,2021-03-10,F,41.0,France,3,False
11401,3748,1,1,5.73,2021-03-10,M,29.0,Germany,3,False
11402,6799,2,2,12.610000000000001,2021-03-10,M,37.0,Germany,3,False
11403,17495,1,1,9.4,2021-03-10,F,55.0,Greece,3,False
11404,17558,9,14,112.76,2021-03-10,F,46.0,UK,3,False
11405,17557,3,4,168.07,2021-03-10,M,34.0,Germany,3,False
11406,17494,5,5,39.82,2021-03-10,F,38.0,Germany,3,False
11407,3945,2,2,18.14,2021-03-10,M,21.0,Italy,3,False
11408,17493,3,3,11.919999999999998,2021-03-10,M,18.0,Italy,3,False
11409,17588,1,1,2.06,2021-03-10,M,35.0,Germany,3,False
11410,17492,1,2,34.63,2021-03-10,M,32.0,Germany,3,False
11411,17169,2,2,9.51,2021-03-10,F,47.0,Spain,3,False
11412,17619,1,1,10.44,2021-03-10,M,26.0,Italy,3,False
11413,17168,1,1,4.19,2021-03-10,M,24.0,Italy,3,False
11414,2046,2,2,5.74,2021-03-10,M,36.0,Germany,3,False
11415,17526,1,1,1.03,2021-03-10,F,60.0,Netherlands,3,False
11416,7121,2,2,21.81,2021-03-10,F,39.0,France,3,False
11417,17525,1,1,6.31,2021-03-10,M,18.0,Italy,3,False
11418,17491,2,3,16.08,2021-03-10,M,31.0,Germany,3,False
11419,17167,1,2,51.11,2021-03-10,F,39.0,Germany,3,False
11420,17489,3,5,6.38,2021-03-10,M,27.0,Germany,3,False
11421,17166,1,1,20.82,2021-03-10,F,47.0,UK,3,False
11422,17488,2,2,35.64,2021-03-10,M,24.0,Italy,3,False
11423,17165,1,1,3.82,2021-03-10,F,45.0,UK,3,False
11424,17262,2,2,8.05,2021-03-10,M,26.0,Italy,3,False
11425,17487,1,1,1.84,2021-03-10,M,18.0,Italy,3,False
11426,2271,3,3,26.14,2021-03-10,M,34.0,Germany,3,False
11427,17486,1,1,1.42,2021-03-10,M,23.0,Italy,3,False
11428,17485,1,1,6.87,2021-03-10,F,42.0,France,3,False
11429,7464,1,1,4.94,2021-03-10,F,44.0,UK,3,False
11430,17203,1,2,5.85,2021-03-10,M,30.0,Germany,3,False
11431,136,1,1,6.0,2021-03-10,M,31.0,Germany,3,False
11432,17203,3,3,15.57,2021-03-10,M,30.0,Germany,3,False
11433,7243,1,1,19.38,2021-03-10,F,48.0,Spain,3,False
11434,3444,1,1,7.62,2021-03-10,M,31.0,Germany,3,False
11435,424,1,1,6.27,2021-03-10,F,46.0,UK,3,False
11436,275,1,1,12.67,2021-03-10,M,18.0,Italy,3,False
11437,6511,1,1,6.82,2021-03-10,F,40.0,France,3,False
11438,597,3,83,81.36,2021-03-10,F,63.0,Netherlands,3,False
11439,7674,1,1,1.36,2021-03-10,F,54.0,Greece,3,False
11440,2074,3,3,30.2,2021-03-10,F,47.0,Spain,3,False
11441,7971,1,1,4.09,2021-03-10,F,41.0,France,3,False
11442,3675,7,11,91.98,2021-03-10,M,30.0,Germany,3,False
11443,2696,1,1,3.82,2021-03-10,F,40.0,France,3,False
11444,3417,2,3,17.91,2021-03-10,M,35.0,Germany,3,False
11445,5995,1,1,8.0,2021-03-10,F,38.0,Germany,3,False
11446,7397,1,1,4.63,2021-03-10,F,53.0,Greece,3,False
11447,4754,1,1,13.02,2021-03-10,M,30.0,Germany,3,False
11448,2221,3,6,131.31,2021-03-10,F,55.0,Greece,3,False
11449,17161,1,1,13.32,2021-03-10,M,30.0,Germany,3,False
11450,5443,2,3,38.54,2021-03-10,M,32.0,Germany,3,False
11451,5443,1,3,88.77,2021-03-10,M,32.0,Germany,3,False
11452,1683,2,2,2.8099999999999996,2021-03-10,M,24.0,Italy,3,False
11453,5439,3,8,13.629999999999999,2021-03-10,F,41.0,France,3,False
11454,8565,3,5,61.339999999999996,2021-03-10,F,49.0,Spain,3,False
11455,5139,1,1,6.75,2021-03-10,M,26.0,Italy,3,False
11456,9079,1,1,2.68,2021-03-10,F,40.0,France,3,False
11457,2158,1,1,5.73,2021-03-10,M,19.0,Italy,3,False
11458,2158,1,1,8.46,2021-03-10,M,19.0,Italy,3,False
11459,6879,1,1,6.69,2021-03-10,M,18.0,Italy,3,False
11460,1162,1,3,11.7,2021-03-10,F,65.0,Netherlands,3,False
11461,8983,3,6,82.08,2021-03-10,F,52.0,Greece,3,False
11462,6455,3,3,15.93,2021-03-10,M,36.0,Germany,3,False
11463,17598,1,1,6.01,2021-03-10,M,25.0,Italy,3,False
11464,8743,3,3,55.04,2021-03-10,F,41.0,France,3,False
11465,1548,2,2,10.850000000000001,2021-03-10,M,35.0,Germany,3,False
11466,1675,1,1,24.45,2021-03-10,F,45.0,UK,3,False
11467,3411,1,1,2.0,2021-03-10,M,24.0,Italy,3,False
11468,5225,1,1,0.76,2021-03-10,F,63.0,Netherlands,3,False
11469,9291,4,4,26.55,2021-03-10,F,45.0,UK,3,False
11470,351,2,2,17.18,2021-03-10,M,30.0,Germany,3,False
11471,4240,1,1,4.06,2021-03-10,F,56.0,Greece,3,False
11472,1250,3,8,34.3,2021-03-10,F,44.0,UK,3,False
11473,1815,1,1,10.62,2021-03-10,M,31.0,Germany,3,False
11474,1957,1,1,7.35,2021-03-10,F,49.0,Spain,3,False
11475,4674,1,1,7.57,2021-03-10,F,47.0,Spain,3,False
11476,3749,5,79,104.00999999999999,2021-03-10,F,49.0,Spain,3,False
11477,286,1,1,3.31,2021-03-10,M,36.0,Germany,3,False
11478,5796,2,2,17.01,2021-03-10,F,65.0,Netherlands,3,False
11479,8917,2,5,129.0,2021-03-10,M,18.0,Italy,3,False
11480,286,2,2,10.71,2021-03-10,M,36.0,Germany,3,False
11481,8049,1,1,19.8,2021-03-10,F,53.0,Greece,3,False
11482,6204,1,2,2.07,2021-03-10,F,42.0,France,3,False
11483,6148,1,2,6.46,2021-03-10,F,59.0,Netherlands,3,False
11484,844,1,1,4.94,2021-03-10,M,18.0,Italy,3,False
11485,6413,3,3,9.23,2021-03-10,F,46.0,UK,3,False
11486,4793,1,1,4.19,2021-03-10,M,36.0,Germany,3,False
11487,6250,1,3,5.12,2021-03-10,M,28.0,Germany,3,False
11488,17445,2,2,2.58,2021-03-10,M,18.0,Italy,3,False
11489,2603,4,4,40.76,2021-03-10,F,44.0,UK,3,False
11490,7962,1,3,16.0,2021-03-10,F,41.0,France,3,False
11491,17600,1,1,4.5,2021-03-10,M,37.0,Germany,3,False
11492,5515,1,1,32.78,2021-03-10,F,52.0,Greece,3,False
11493,1215,4,4,19.11,2021-03-10,F,43.0,UK,3,False
11494,7167,5,5,67.92,2021-03-10,M,33.0,Germany,3,False
11495,8142,2,3,26.759999999999998,2021-03-10,M,31.0,Germany,3,False
11496,9110,2,2,19.299999999999997,2021-03-10,M,26.0,Italy,3,False
11497,521,2,2,46.559999999999995,2021-03-10,F,52.0,Greece,3,False
11498,5250,1,1,3.82,2021-03-10,M,29.0,Germany,3,False
11499,4497,4,5,229.93,2021-03-10,F,43.0,UK,3,False
11500,1134,1,2,9.0,2021-03-10,F,47.0,Spain,3,False
11501,3506,1,1,7.57,2021-03-10,F,40.0,France,3,False
11502,707,3,4,53.46,2021-03-10,F,38.0,Germany,3,False
11503,2058,1,1,16.83,2021-03-10,F,40.0,France,3,False
11504,2000,1,2,2.86,2021-03-10,M,30.0,Germany,3,False
11505,7235,1,1,14.58,2021-03-10,F,39.0,Germany,3,False
11506,1694,2,2,31.53,2021-03-10,M,36.0,Germany,3,False
11507,5057,1,1,2.86,2021-03-11,M,34.0,Germany,3,False
11508,8345,5,7,88.29,2021-03-11,F,44.0,UK,3,False
11510,8366,2,2,10.170000000000002,2021-03-11,F,41.0,France,3,False
11511,6776,1,1,17.0,2021-03-11,M,27.0,Germany,3,False
11512,17174,6,8,56.53,2021-03-11,F,52.0,Greece,3,False
11513,5383,1,1,2.19,2021-03-11,M,37.0,Germany,3,False
11514,17173,2,2,87.22,2021-03-11,F,50.0,Spain,3,False
11515,416,2,2,12.41,2021-03-11,F,39.0,France,3,False
11516,17417,6,7,66.56,2021-03-11,F,43.0,France,3,False
11517,692,1,1,19.29,2021-03-11,M,26.0,Italy,3,False
11518,17148,3,5,16.89,2021-03-11,F,49.0,Spain,3,False
11519,4328,1,1,3.22,2021-03-11,F,46.0,UK,3,False
11520,17149,4,4,16.63,2021-03-11,M,34.0,Germany,3,False
11521,17431,2,2,7.779999999999999,2021-03-11,M,26.0,Italy,3,False
11522,17150,1,1,8.31,2021-03-11,M,31.0,Germany,3,False
11523,17151,1,1,3.25,2021-03-11,F,51.0,Greece,3,False
11524,17152,4,6,47.03,2021-03-11,M,32.0,Germany,3,False
11525,3699,1,1,27.83,2021-03-11,F,47.0,Spain,3,False
11526,8318,1,1,8.37,2021-03-11,M,23.0,Italy,3,False
11527,17432,1,1,26.23,2021-03-11,M,33.0,Germany,3,False
11528,9027,4,5,20.959999999999997,2021-03-11,F,52.0,Greece,3,False
11529,17153,1,2,18.43,2021-03-11,M,32.0,Germany,3,False
11530,17433,1,1,3.88,2021-03-11,F,40.0,France,3,False
11531,17154,2,5,11.32,2021-03-11,F,42.0,France,3,False
11532,17563,2,2,15.83,2021-03-11,M,18.0,Italy,3,False
11533,17155,1,1,8.61,2021-03-11,F,50.0,Spain,3,False
11534,17434,2,2,2.83,2021-03-11,F,56.0,Greece,3,False
11535,17157,2,3,60.61,2021-03-11,M,32.0,Germany,3,False
11536,4643,1,1,3.82,2021-03-11,M,29.0,Germany,3,False
11537,17156,1,15,131.43,2021-03-11,F,46.0,UK,3,False
11538,18515,4,8,65.45,2021-03-11,M,27.0,Germany,3,False
11539,17146,1,2,6.3,2021-03-11,F,49.0,Spain,3,False
11540,17446,1,1,7.44,2021-03-11,M,32.0,Germany,3,False
11541,17147,1,3,122.07,2021-03-11,M,29.0,Germany,3,False
11542,3612,3,4,20.76,2021-03-11,F,48.0,Spain,3,False
11543,8824,1,1,5.32,2021-03-11,M,28.0,Germany,3,False
11544,17145,4,7,44.59,2021-03-11,M,33.0,Germany,3,False
11545,17144,1,2,75.11,2021-03-11,F,70.0,Netherlands,3,False
11546,5904,2,2,17.48,2021-03-11,M,37.0,Germany,3,False
11547,17447,2,2,13.86,2021-03-11,F,42.0,France,3,False
11548,17448,1,2,4.65,2021-03-11,F,40.0,France,3,False
11549,17143,1,1,13.44,2021-03-11,F,64.0,Netherlands,3,False
11550,415,1,1,7.35,2021-03-11,M,35.0,Germany,3,False
11551,9221,4,10,92.34,2021-03-11,M,19.0,Italy,3,False
11552,17142,1,1,16.52,2021-03-11,F,40.0,France,3,False
11553,6881,1,3,17.92,2021-03-11,F,40.0,France,3,False
11554,17141,3,4,67.78,2021-03-11,F,50.0,Spain,3,False
11555,17423,2,2,5.12,2021-03-11,M,27.0,Germany,3,False
11556,17140,2,6,20.2,2021-03-11,M,21.0,Italy,3,False
11557,8328,2,2,6.74,2021-03-11,F,46.0,UK,3,False
11558,17139,2,2,60.86,2021-03-11,M,33.0,Germany,3,False
11559,17422,1,1,14.25,2021-03-11,F,46.0,UK,3,False
11560,1085,1,1,9.68,2021-03-11,F,50.0,Spain,3,False
11561,17138,3,4,31.97,2021-03-11,F,41.0,France,3,False
11562,3728,1,1,3.44,2021-03-11,F,48.0,Spain,3,False
11563,6558,1,1,14.75,2021-03-11,M,22.0,Italy,3,False
11564,17172,3,3,47.73,2021-03-11,M,34.0,Germany,3,False
11565,17539,1,1,4.91,2021-03-11,F,47.0,UK,3,False
11566,17171,1,2,63.54,2021-03-11,M,24.0,Italy,3,False
11567,17450,1,1,7.02,2021-03-11,F,55.0,Greece,3,False
11568,17136,5,6,141.0,2021-03-11,M,29.0,Germany,3,False
11569,17135,2,2,11.67,2021-03-11,M,19.0,Italy,3,False
11570,3842,1,1,1.62,2021-03-11,F,46.0,UK,3,False
11571,342,2,5,3.9099999999999997,2021-03-11,F,40.0,France,3,False
11572,17134,4,5,69.75,2021-03-11,F,39.0,Germany,3,False
11573,8017,1,1,2.43,2021-03-11,M,32.0,Germany,3,False
11574,17132,1,1,4.02,2021-03-11,F,57.0,Greece,3,False
11575,17452,2,2,27.56,2021-03-11,F,44.0,UK,3,False
11576,6275,1,1,9.5,2021-03-11,F,48.0,Spain,3,False
11577,907,2,2,11.379999999999999,2021-03-11,M,29.0,Germany,3,False
11578,17131,5,6,32.33,2021-03-11,F,49.0,Spain,3,False
11579,17455,1,1,4.77,2021-03-11,M,18.0,Italy,3,False
11580,17130,6,12,94.3,2021-03-11,M,27.0,Germany,3,False
11581,5043,2,2,26.259999999999998,2021-03-11,M,37.0,Germany,3,False
11582,17424,1,1,28.24,2021-03-11,F,58.0,Netherlands,3,False
11583,17110,1,1,61.28,2021-03-11,M,24.0,Italy,3,False
11584,17425,1,1,3.96,2021-03-11,F,46.0,UK,3,False
11585,17426,2,2,21.09,2021-03-11,M,29.0,Germany,3,False
11586,6165,2,2,15.59,2021-03-11,F,52.0,Greece,3,False
11587,17439,1,1,4.94,2021-03-11,F,42.0,France,3,False
11588,8579,2,2,8.48,2021-03-11,F,73.0,Netherlands,3,False
11589,7378,1,1,8.25,2021-03-11,M,18.0,Italy,3,False
11590,17440,1,1,10.44,2021-03-11,F,48.0,Spain,3,False
11591,17438,1,1,5.93,2021-03-11,M,37.0,Germany,3,False
11592,1570,2,2,17.09,2021-03-11,M,35.0,Germany,3,False
11593,17420,2,2,11.59,2021-03-11,M,35.0,Germany,3,False
11594,17561,2,2,9.49,2021-03-11,F,55.0,Greece,3,False
11595,17228,2,3,10.01,2021-03-11,F,41.0,France,3,False
11596,9060,1,1,2.11,2021-03-11,M,37.0,Germany,3,False
11597,17415,1,1,9.68,2021-03-11,F,38.0,Germany,3,False
11598,17226,1,1,106.0,2021-03-11,M,29.0,Germany,3,False
11599,2507,1,1,24.0,2021-03-11,F,44.0,UK,3,False
11600,17229,4,6,48.08,2021-03-11,F,39.0,Germany,3,False
11601,17129,1,2,14.34,2021-03-11,M,23.0,Italy,3,False
11602,3041,2,2,3.48,2021-03-11,F,59.0,Netherlands,3,False
11603,3007,2,3,12.9,2021-03-11,M,30.0,Germany,3,False
11604,7451,3,3,25.43,2021-03-11,M,37.0,Germany,3,False
11605,17524,3,4,19.97,2021-03-11,M,34.0,Germany,3,False
11606,17128,2,2,15.48,2021-03-11,F,68.0,Netherlands,3,False
11607,18608,1,1,7.5,2021-03-11,M,27.0,Germany,3,False
11608,17108,3,3,8.26,2021-03-11,M,36.0,Germany,3,False
11609,17127,2,3,7.140000000000001,2021-03-11,F,39.0,France,3,False
11610,293,2,2,12.08,2021-03-11,M,31.0,Germany,3,False
11611,17456,1,1,5.79,2021-03-11,F,48.0,Spain,3,False
11612,17126,1,3,20.98,2021-03-11,M,37.0,Germany,3,False
11613,17457,3,3,13.93,2021-03-11,M,37.0,Germany,3,False
11614,640,1,1,11.69,2021-03-11,M,35.0,Germany,3,False
11615,17125,6,7,68.77,2021-03-11,M,24.0,Italy,3,False
11616,17458,1,1,2.13,2021-03-11,F,48.0,Spain,3,False
11617,5708,1,1,2.0,2021-03-11,M,24.0,Italy,3,False
11618,17124,2,2,4.0,2021-03-11,M,26.0,Italy,3,False
11619,3517,1,1,6.96,2021-03-11,M,34.0,Germany,3,False
11620,2314,1,1,4.02,2021-03-11,F,44.0,UK,3,False
11621,4623,1,1,7.5,2021-03-11,M,20.0,Italy,3,False
11622,4342,1,1,9.48,2021-03-11,F,50.0,Spain,3,False
11623,17123,2,2,17.72,2021-03-11,F,60.0,Netherlands,3,False
11624,17122,2,2,6.859999999999999,2021-03-11,M,28.0,Germany,3,False
11625,17416,1,1,5.25,2021-03-11,M,19.0,Italy,3,False
11626,17414,3,30,1.4,2021-03-11,F,59.0,Netherlands,3,False
11627,3945,3,3,52.72,2021-03-11,M,21.0,Italy,3,False
11628,6502,2,3,11.39,2021-03-11,F,40.0,France,3,False
11629,372,2,2,16.36,2021-03-11,M,37.0,Germany,3,False
11630,17121,1,1,8.93,2021-03-11,M,37.0,Germany,3,False
11631,17412,1,1,37.3,2021-03-11,M,33.0,Germany,3,False
11632,17410,3,3,12.66,2021-03-11,M,21.0,Italy,3,False
11633,2943,1,1,5.59,2021-03-11,M,24.0,Italy,3,False
11634,17409,1,1,13.02,2021-03-11,F,56.0,Greece,3,False
11635,8262,1,1,2.06,2021-03-11,F,40.0,France,3,False
11636,3244,1,1,12.43,2021-03-11,F,47.0,UK,3,False
11637,3366,2,2,17.73,2021-03-11,F,61.0,Netherlands,3,False
11638,9312,2,2,10.7,2021-03-11,F,45.0,UK,3,False
11639,17460,1,1,10.02,2021-03-11,M,28.0,Germany,3,False
11640,17461,1,1,5.13,2021-03-11,M,23.0,Italy,3,False
11641,17107,2,5,74.17,2021-03-11,F,56.0,Greece,3,False
11642,5083,6,10,105.55000000000001,2021-03-11,M,36.0,Germany,3,False
11643,2446,3,3,12.17,2021-03-11,M,36.0,Germany,3,False
11644,2405,1,1,5.12,2021-03-11,M,18.0,Italy,3,False
11645,17620,2,2,13.280000000000001,2021-03-11,F,43.0,France,3,False
11646,3828,3,3,31.36,2021-03-11,M,35.0,Germany,3,False
11647,1955,2,2,11.19,2021-03-11,F,46.0,UK,3,False
11648,4415,1,1,4.19,2021-03-11,F,57.0,Greece,3,False
11649,1459,3,3,47.480000000000004,2021-03-11,F,47.0,UK,3,False
11650,1448,3,3,75.1,2021-03-11,F,38.0,Germany,3,False
11651,6931,1,1,21.34,2021-03-11,M,34.0,Germany,3,False
11652,17185,1,1,41.61,2021-03-11,F,51.0,Greece,3,False
11653,3159,1,1,18.41,2021-03-11,M,37.0,Germany,3,False
11654,1291,1,1,3.41,2021-03-11,F,42.0,France,3,False
11655,2957,2,2,65.24000000000001,2021-03-11,M,28.0,Germany,3,False
11656,2432,1,1,58.23,2021-03-11,M,22.0,Italy,3,False
11657,9579,1,1,8.12,2021-03-11,F,46.0,UK,3,False
11658,1568,1,1,1.75,2021-03-11,M,29.0,Germany,3,False
11659,6420,4,4,22.02,2021-03-11,F,56.0,Greece,3,False
11660,8411,2,2,7.8999999999999995,2021-03-11,F,56.0,Greece,3,False
11661,17177,1,1,36.97,2021-03-11,F,42.0,France,3,False
11662,3256,1,1,24.12,2021-03-11,F,58.0,Netherlands,3,False
11663,5034,1,1,7.37,2021-03-11,F,39.0,Germany,3,False
11664,5927,1,1,19.63,2021-03-11,F,40.0,France,3,False
11665,5288,3,3,15.719999999999999,2021-03-11,F,52.0,Greece,3,False
11666,8213,3,3,5.26,2021-03-11,M,31.0,Germany,3,False
11667,3398,1,1,1.38,2021-03-11,F,59.0,Netherlands,3,False
11668,5656,1,1,5.38,2021-03-11,M,20.0,Italy,3,False
11669,1154,4,7,59.83,2021-03-11,M,27.0,Germany,3,False
11670,6341,1,1,14.25,2021-03-11,F,54.0,Greece,3,False
11671,6198,2,2,15.35,2021-03-11,M,30.0,Germany,3,False
11672,3481,2,2,43.519999999999996,2021-03-11,M,27.0,Germany,3,False
11673,3872,2,4,19.5,2021-03-11,F,49.0,Spain,3,False
11674,8743,2,2,14.86,2021-03-11,F,41.0,France,3,False
11675,1685,1,1,1.3,2021-03-11,M,21.0,Italy,3,False
11676,2490,3,5,43.32,2021-03-11,F,41.0,France,3,False
11677,5718,1,1,1.75,2021-03-11,F,53.0,Greece,3,False
11678,6410,3,3,21.599999999999998,2021-03-11,F,60.0,Netherlands,3,False
11679,7031,1,3,4.5,2021-03-11,F,51.0,Greece,3,False
11680,3728,1,1,5.46,2021-03-11,F,48.0,Spain,3,False
11681,5534,2,2,20.41,2021-03-11,F,46.0,UK,3,False
11682,2196,1,1,4.02,2021-03-11,F,43.0,UK,3,False
11683,7730,4,11,89.56,2021-03-11,M,30.0,Germany,3,False
11684,8689,1,1,5.12,2021-03-11,M,34.0,Germany,3,False
11685,5910,3,3,6.06,2021-03-11,F,38.0,Germany,3,False
11686,643,7,8,95.58,2021-03-11,M,26.0,Italy,3,False
11687,7335,1,1,25.79,2021-03-11,M,37.0,Germany,3,False
11688,403,1,1,4.38,2021-03-11,F,47.0,UK,3,False
11689,6281,2,2,13.46,2021-03-11,M,35.0,Germany,3,False
11690,1184,2,4,9.47,2021-03-11,F,55.0,Greece,3,False
11691,999,1,1,9.35,2021-03-11,M,18.0,Italy,3,False
11692,8211,1,1,13.42,2021-03-11,F,53.0,Greece,3,False
11693,1750,6,8,95.63000000000001,2021-03-11,F,46.0,UK,3,False
11694,66,2,2,23.83,2021-03-11,M,18.0,Italy,3,False
11695,2142,1,1,4.06,2021-03-11,F,50.0,Spain,3,False
11696,3682,3,3,13.73,2021-03-11,M,29.0,Germany,3,False
11697,3871,1,1,9.38,2021-03-11,F,59.0,Netherlands,3,False
11698,7932,2,2,18.25,2021-03-11,M,23.0,Italy,3,False
11699,3758,2,2,7.34,2021-03-11,M,30.0,Germany,3,False
11700,9091,1,1,4.17,2021-03-11,F,38.0,Germany,3,False
11701,1786,4,4,33.96,2021-03-11,M,32.0,Germany,3,False
11702,4647,1,3,14.88,2021-03-11,F,55.0,Greece,3,False
11703,6511,2,2,17.380000000000003,2021-03-11,F,40.0,France,3,False
11704,3179,1,1,5.78,2021-03-11,F,56.0,Greece,3,False
11705,7244,1,1,5.46,2021-03-11,M,18.0,Italy,3,False
11706,3539,1,1,31.68,2021-03-11,M,33.0,Germany,3,False
11707,6543,1,3,6.25,2021-03-11,F,57.0,Greece,3,False
11708,5627,2,2,15.100000000000001,2021-03-11,F,40.0,France,3,False
11709,5415,4,4,15.52,2021-03-11,M,28.0,Germany,3,False
11710,205,3,4,26.5,2021-03-11,F,49.0,Spain,3,False
11711,7113,2,2,13.57,2021-03-11,M,37.0,Germany,3,False
11712,5191,3,3,11.48,2021-03-11,M,20.0,Italy,3,False
11713,4832,3,9,22.97,2021-03-11,M,34.0,Germany,3,False
11714,8783,1,1,3.12,2021-03-11,F,38.0,Germany,3,False
11715,290,2,2,16.240000000000002,2021-03-11,M,37.0,Germany,3,False
11716,8888,1,1,10.57,2021-03-11,M,32.0,Germany,3,False
11717,5560,1,1,3.38,2021-03-11,M,34.0,Germany,3,False
11718,5522,2,2,14.01,2021-03-12,M,25.0,Italy,3,False
11719,17103,1,2,22.38,2021-03-12,M,28.0,Germany,3,False
11720,17102,2,2,102.23,2021-03-12,F,46.0,UK,3,False
11721,17570,6,9,45.34,2021-03-12,M,33.0,Germany,3,False
11722,3512,2,2,1.0,2021-03-12,F,45.0,UK,3,False
11723,17101,1,1,1.22,2021-03-12,F,50.0,Spain,3,False
11724,8097,7,8,29.67,2021-03-12,M,33.0,Germany,3,False
11725,17406,1,2,18.96,2021-03-12,F,60.0,Netherlands,3,False
11726,17100,1,1,4.02,2021-03-12,F,50.0,Spain,3,False
11727,17407,2,2,8.81,2021-03-12,F,49.0,Spain,3,False
11728,17099,1,2,4.12,2021-03-12,M,26.0,Italy,3,False
11729,17098,2,2,26.36,2021-03-12,M,34.0,Germany,3,False
11730,17408,3,3,4.61,2021-03-12,M,30.0,Germany,3,False
11731,17097,1,3,42.51,2021-03-12,M,23.0,Italy,3,False
11732,17096,2,3,24.560000000000002,2021-03-12,F,61.0,Netherlands,3,False
11733,17094,1,1,65.03,2021-03-12,M,27.0,Germany,3,False
11734,17441,1,1,4.3,2021-03-12,M,34.0,Germany,3,False
11735,17391,3,4,7.96,2021-03-12,F,51.0,Greece,3,False
11736,17419,1,1,9.68,2021-03-12,F,47.0,UK,3,False
11737,17392,1,1,3.12,2021-03-12,F,60.0,Netherlands,3,False
11738,17393,1,1,4.29,2021-03-12,F,50.0,Spain,3,False
11739,17391,1,1,1.97,2021-03-12,F,51.0,Greece,3,False
11740,17093,1,1,12.93,2021-03-12,F,47.0,UK,3,False
11741,17092,3,3,17.47,2021-03-12,M,18.0,Italy,3,False
11742,17396,3,3,12.959999999999999,2021-03-12,M,26.0,Italy,3,False
11743,17091,1,2,3.13,2021-03-12,F,63.0,Netherlands,3,False
11744,9254,1,1,2.43,2021-03-12,M,35.0,Germany,3,False
11745,17622,3,5,19.619999999999997,2021-03-12,F,62.0,Netherlands,3,False
11746,17090,2,3,15.75,2021-03-12,M,31.0,Germany,3,False
11747,17398,2,2,16.93,2021-03-12,M,21.0,Italy,3,False
11748,17087,3,4,21.72,2021-03-12,F,41.0,France,3,False
11749,17397,1,1,1.62,2021-03-12,F,42.0,France,3,False
11750,8193,1,1,3.56,2021-03-12,F,41.0,France,3,False
11751,17086,2,2,5.2,2021-03-12,M,28.0,Germany,3,False
11752,2100,5,9,53.05,2021-03-12,M,23.0,Italy,3,False
11753,17084,2,3,45.870000000000005,2021-03-12,F,42.0,France,3,False
11754,17085,2,2,13.76,2021-03-12,F,39.0,Germany,3,False
11755,5743,2,2,11.84,2021-03-12,M,34.0,Germany,3,False
11756,7701,1,1,12.38,2021-03-12,M,32.0,Germany,3,False
11757,17399,1,1,14.05,2021-03-12,F,41.0,France,3,False
11758,301,4,5,50.0,2021-03-12,F,74.0,Netherlands,3,False
11759,17083,4,4,23.4,2021-03-12,M,35.0,Germany,3,False
11760,789,3,3,16.46,2021-03-12,F,50.0,Spain,3,False
11761,17082,4,7,29.98,2021-03-12,F,39.0,Germany,3,False
11762,17400,1,1,2.11,2021-03-12,F,45.0,UK,3,False
11763,348,2,2,20.14,2021-03-12,M,31.0,Germany,3,False
11764,17081,3,3,16.77,2021-03-12,M,18.0,Italy,3,False
11765,17235,1,1,9.82,2021-03-12,M,33.0,Germany,3,False
11766,1962,2,2,3.81,2021-03-12,F,53.0,Greece,3,False
11767,8469,1,1,6.62,2021-03-12,M,21.0,Italy,3,False
11768,17079,2,3,45.01,2021-03-12,F,53.0,Greece,3,False
11769,17079,1,1,5.73,2021-03-12,F,53.0,Greece,3,False
11770,8080,3,3,11.309999999999999,2021-03-12,M,35.0,Germany,3,False
11771,17443,1,1,2.55,2021-03-12,M,35.0,Germany,3,False
11772,17076,1,1,2.11,2021-03-12,F,61.0,Netherlands,3,False
11773,17075,2,2,21.21,2021-03-12,M,21.0,Italy,3,False
11774,17387,1,1,5.46,2021-03-12,F,58.0,Netherlands,3,False
11775,17385,1,1,6.96,2021-03-12,F,38.0,Germany,3,False
11776,1627,1,1,2.37,2021-03-12,F,38.0,Germany,3,False
11777,4977,1,1,10.15,2021-03-12,F,39.0,Germany,3,False
11778,17376,1,1,2.37,2021-03-12,M,35.0,Germany,3,False
11779,4071,2,4,18.25,2021-03-12,F,42.0,France,3,False
11780,17078,2,2,10.01,2021-03-12,M,19.0,Italy,3,False
11781,17198,2,2,13.379999999999999,2021-03-12,M,27.0,Germany,3,False
11782,7010,1,1,1.84,2021-03-12,F,47.0,UK,3,False
11783,17074,1,3,9.45,2021-03-12,M,34.0,Germany,3,False
11784,17073,1,3,22.38,2021-03-12,M,27.0,Germany,3,False
11785,7563,2,3,14.62,2021-03-12,F,42.0,France,3,False
11786,15333,1,1,2.11,2021-03-12,M,20.0,Italy,3,False
11787,17386,1,1,4.38,2021-03-12,M,37.0,Germany,3,False
11788,17072,1,1,4.26,2021-03-12,M,35.0,Germany,3,False
11789,17377,1,2,4.11,2021-03-12,M,26.0,Italy,3,False
11790,17618,1,1,3.82,2021-03-12,F,65.0,Netherlands,3,False
11791,17573,2,2,15.950000000000001,2021-03-12,F,40.0,France,3,False
11792,17373,2,2,7.640000000000001,2021-03-12,M,27.0,Germany,3,False
